"lat","lon","ward","fatal","total_b","total_v","imp_b","imp_d","speeding","year","month","inj"
38.930042,-77.023572,"Ward 1",0,1,1,0,0,0,2016,7,1
38.90321,-77.018928,"Ward 6",0,1,3,0,0,0,2021,8,0
38.927867,-77.036481,"Ward 1",0,1,1,0,0,0,2016,8,1
38.934731,-77.0725,"Ward 3",0,1,1,0,0,0,2016,8,1
38.920425,-77.026028,"Ward 1",0,1,1,0,0,0,2016,8,1
38.892381,-77.018539,"Ward 6",0,1,1,0,0,0,2016,8,0
38.896599,-76.990539,"Ward 6",0,1,1,0,0,0,2016,8,1
38.918537,-77.031762,"Ward 1",0,2,1,0,0,0,2016,8,0
38.909816,-77.019902,"Ward 2",0,1,1,0,0,0,2016,7,1
38.924885,-77.036385,"Ward 1",0,1,1,0,0,0,2016,7,1
38.894772,-77.021869,"Ward 6",0,1,1,0,0,0,2016,8,0
38.948215,-77.029763,"Ward 4",0,1,2,0,0,0,2016,8,1
38.899739,-77.028979,"Ward 2",0,1,1,0,0,0,2016,8,0
38.920504,-77.029822,"Ward 1",0,1,1,0,0,0,2016,8,1
38.90292,-77.031588,"Ward 2",0,1,1,0,0,0,2016,8,1
38.915303,-77.019798,"Ward 2",0,1,1,0,0,0,2016,8,1
38.836291,-77.000759,"Ward 8",0,1,1,0,0,0,2016,8,0
38.901529,-77.002594,"Ward 6",0,1,1,0,0,0,2016,8,1
38.917821,-77.041648,"Ward 1",0,1,1,0,0,0,2016,8,0
38.925359,-77.068691,"Ward 3",0,1,1,0,0,0,2016,9,0
38.905142,-77.05813,"Ward 2",0,1,1,0,0,0,2016,7,1
38.903579,-77.025984,"Ward 2",0,1,1,0,0,0,2016,7,1
38.94629,-77.096767,"Ward 3",0,1,1,0,0,0,2016,7,1
38.932159,-77.030188,"Ward 1",0,1,1,0,0,0,2016,8,0
38.898555,-77.027066,"Ward 2",0,1,1,0,0,0,2016,8,1
38.891877,-76.929978,"Ward 7",0,1,1,0,0,0,2016,8,1
38.912462,-77.019106,"Ward 2",0,1,1,0,0,0,2016,8,1
38.927731,-77.027314,"Ward 1",0,1,1,0,0,0,2016,8,1
38.876481,-77.002038,"Ward 6",0,1,1,0,0,0,2016,8,0
38.922934,-77.027309,"Ward 1",0,1,1,0,0,0,2016,9,1
38.919073,-77.036444,"Ward 1",0,1,1,1,0,0,2016,7,1
38.889723,-77.00022,"Ward 6",0,1,1,0,0,0,2016,7,1
38.942936,-77.025211,"Ward 4",0,1,1,0,0,0,2016,7,1
38.89201,-76.980762,"Ward 6",0,1,1,0,0,0,2016,8,1
38.897168,-77.025982,"Ward 2",0,1,2,0,0,0,2016,8,0
38.909721,-77.049437,"Ward 2",0,1,1,0,0,0,2016,8,1
38.899508,-77.048874,"Ward 2",0,2,1,0,0,0,2016,8,1
38.879442,-76.983537,"Ward 6",0,1,1,0,0,0,2016,7,1
38.906228,-77.021916,"Ward 2",0,1,1,0,0,0,2016,8,1
38.913117,-77.032055,"Ward 2",0,1,1,0,0,0,2016,8,1
38.940807,-77.032728,"Ward 4",0,1,1,0,0,0,2016,8,1
38.897367,-77.01581,"Ward 6",0,1,1,0,0,0,2016,7,1
38.916998,-77.031951,"Ward 1",0,1,1,0,0,0,2016,7,0
38.918693,-77.021947,"Ward 1",0,1,2,0,0,0,2016,8,1
38.895499,-77.031955,"Ward 2",0,1,1,0,0,0,2016,8,1
38.914807,-77.045445,"Ward 1",0,2,1,0,0,0,2016,8,1
38.887569,-77.003805,"Ward 6",0,1,1,0,0,0,2016,8,0
38.946846,-77.065898,"Ward 3",0,1,0,0,0,0,2016,8,1
38.904395,-77.034666,"Ward 2",0,1,1,0,0,0,2016,8,0
38.892962,-77.003516,"Ward 6",0,1,1,0,0,0,2016,8,1
38.904228,-77.070583,"Ward 2",0,1,2,0,0,0,2016,8,1
38.957234,-77.02738,"Ward 4",0,1,2,0,0,0,2016,8,0
38.934229,-77.072341,"Ward 3",0,1,2,0,0,0,2016,8,1
38.956367,-77.027838,"Ward 4",0,1,1,0,0,0,2016,10,1
38.905278,-77.044743,"Ward 2",0,1,1,0,0,0,2016,9,0
38.9235,-77.050799,"Ward 1",0,1,1,0,0,0,2016,9,1
38.890097,-77.015575,"Ward 2",0,1,1,0,0,0,2016,9,0
38.886463,-77.000388,"Ward 6",0,1,1,0,0,0,2016,9,1
38.901463,-77.025987,"Ward 2",0,1,1,0,0,0,2016,10,1
38.896333,-77.033638,"Ward 2",0,1,1,0,0,0,2016,10,0
38.896031,-77.012189,"Ward 6",0,1,1,0,0,0,2016,10,1
38.909612,-77.010285,"Ward 5",0,1,1,0,0,0,2016,10,1
38.897402,-77.029688,"Ward 2",0,1,1,0,0,0,2016,9,1
38.915503,-77.012729,"Ward 5",0,1,1,0,0,0,2016,9,0
38.89061,-77.003514,"Ward 6",0,1,1,0,0,0,2021,8,0
38.910653,-77.05942,"Ward 2",0,1,1,0,0,0,2016,9,1
38.941797,-76.988303,"Ward 5",0,1,1,0,0,0,2016,9,1
38.910531,-76.983454,"Ward 5",0,1,1,0,0,0,2016,9,1
38.909652,-77.033565,"Ward 2",0,1,2,0,0,0,2016,9,1
38.924382,-77.040119,"Ward 1",0,1,1,0,0,0,2016,10,0
38.919464,-77.039495,"Ward 1",0,1,1,0,0,0,2016,10,1
38.920163,-77.03022,"Ward 1",0,1,1,0,0,0,2016,9,0
38.958616,-77.019928,"Ward 4",0,1,1,0,0,0,2016,9,1
38.962008,-77.033425,"Ward 4",0,1,1,0,0,0,2016,9,1
38.901826,-77.023988,"Ward 2",0,1,1,0,0,0,2016,9,1
38.895403,-77.029529,"Ward 2",0,1,1,0,0,0,2016,9,1
38.899073,-77.02961,"Ward 2",0,1,1,0,0,0,2016,9,1
38.92896,-77.032596,"Ward 1",0,1,1,0,0,0,2016,9,1
38.887414,-77.004278,"Ward 6",0,1,1,0,0,0,2016,9,1
38.899848,-77.041186,"Ward 2",0,1,1,0,0,0,2016,10,1
38.839047,-76.993625,"Ward 8",0,1,1,0,0,0,2016,10,1
38.902728,-76.990245,"Ward 5",0,1,1,0,0,0,2016,9,0
38.914744,-77.031281,"Ward 1",0,1,1,0,0,0,2016,9,1
38.910661,-76.98619,"Ward 5",0,1,1,0,0,0,2016,9,0
38.896115,-77.012208,"Ward 6",0,1,1,0,0,0,2016,9,1
38.902627,-77.058819,"Ward 2",0,1,1,0,0,0,2016,9,1
38.875958,-77.003992,"Ward 6",0,1,1,0,0,0,2016,10,1
38.899411,-76.979296,"Ward 6",0,1,1,0,0,0,2016,10,1
38.902109,-77.006374,"Ward 6",0,1,1,0,0,0,2016,10,0
38.928052,-76.977742,"Ward 5",0,1,1,0,0,0,2016,9,1
38.866091,-76.98214,"Ward 8",0,1,1,0,0,0,2016,9,1
38.916856,-77.034885,"Ward 2",0,1,1,0,0,0,2016,9,1
38.868502,-76.958418,"Ward 7",0,1,1,0,0,0,2016,9,1
38.942195,-77.062452,"Ward 3",0,1,1,0,0,0,2016,9,1
38.905585,-77.038685,"Ward 2",0,1,1,0,0,0,2016,9,1
38.865482,-76.9446,"Ward 7",0,1,1,0,0,0,2016,10,1
38.912607,-77.027035,"Ward 2",0,1,1,0,0,0,2016,9,0
38.927585,-77.028295,"Ward 1",0,1,1,0,0,0,2016,9,0
38.905194,-77.059095,"Ward 2",0,1,1,0,0,0,2016,9,1
38.952359,-77.01234,"Ward 4",0,1,1,0,0,0,2016,9,1
38.900207,-77.002173,"Ward 6",0,1,2,0,0,0,2016,9,1
38.907814,-77.043596,"Ward 2",0,1,1,0,0,0,2016,9,0
38.919126,-77.031902,"Ward 1",0,1,1,0,0,0,2016,9,1
38.90527,-77.032226,"Ward 2",0,1,1,0,0,0,2016,9,1
38.893152,-76.980944,"Ward 6",0,1,1,0,0,0,2016,9,1
38.936322,-77.029706,"Ward 1",0,1,1,0,0,0,2016,10,1
38.911547,-77.041232,"Ward 2",0,1,1,0,0,0,2016,10,1
38.931186,-77.03265,"Ward 1",0,1,1,0,0,0,2016,9,1
38.911124,-77.021919,"Ward 2",0,1,1,0,0,0,2016,9,0
38.875739,-76.975936,"Ward 8",0,1,1,0,0,0,2016,9,1
38.942634,-77.025531,"Ward 4",0,1,1,0,0,0,2016,10,1
38.929014,-77.026301,"Ward 1",0,1,1,0,0,0,2016,10,1
38.901979,-77.026477,"Ward 2",0,1,1,0,0,0,2016,10,1
38.920825,-77.027064,"Ward 1",0,1,1,0,0,0,2016,10,1
38.905696,-77.038818,"Ward 2",0,1,1,0,0,0,2016,9,1
38.909643,-77.016295,"Ward 2",0,1,1,0,0,0,2016,9,1
38.914599,-77.041623,"Ward 2",0,1,1,0,0,0,2016,9,0
38.923718,-77.027044,"Ward 1",0,1,1,0,0,0,2016,9,1
38.921688,-76.985208,"Ward 5",0,1,1,0,0,0,2016,10,1
38.904954,-77.068683,"Ward 2",0,1,1,0,0,0,2016,10,1
38.930654,-77.027963,"Ward 1",0,1,1,0,0,0,2016,10,0
38.954987,-77.008747,"Ward 4",0,1,1,0,0,0,2016,9,1
38.850815,-76.974086,"Ward 8",0,1,1,0,0,0,2016,9,1
38.91347,-77.022012,"Ward 2",0,1,1,0,0,0,2016,9,0
38.923325,-77.054625,"Ward 3",0,1,2,0,0,0,2016,9,1
38.908261,-77.031839,"Ward 2",0,1,1,0,0,0,2016,9,1
38.919849,-77.000582,"Ward 5",0,1,1,0,0,0,2016,9,0
38.933593,-76.988766,"Ward 5",0,1,1,0,0,0,2016,10,1
38.908838,-77.031949,"Ward 2",0,1,1,0,0,0,2016,10,1
38.90615,-77.01511,"Ward 6",0,1,1,0,0,0,2016,10,0
38.899411,-76.979296,"Ward 6",0,1,1,0,0,0,2016,10,1
38.93141,-76.993911,"Ward 5",0,1,1,0,0,0,2016,9,1
38.886901,-77.013953,"Ward 2",0,1,2,0,0,0,2016,9,1
38.909641,-77.049749,"Ward 2",0,2,0,0,0,0,2016,9,1
38.896868,-77.006419,"Ward 6",0,1,1,0,0,0,2016,9,0
38.890327,-76.991533,"Ward 6",0,1,1,0,0,0,2016,9,1
38.940247,-77.061117,"Ward 3",0,1,1,0,0,0,2016,10,1
38.930767,-77.026708,"Ward 1",0,1,2,0,0,0,2016,10,1
38.859312,-76.995047,"Ward 8",0,1,1,0,0,0,2016,9,1
38.920712,-77.022227,"Ward 1",0,1,1,0,0,0,2016,9,1
38.932664,-76.984207,"Ward 5",0,1,1,0,0,0,2016,9,1
38.89695,-77.026907,"Ward 2",0,1,1,0,0,0,2016,9,1
38.919204,-77.035681,"Ward 1",0,2,1,0,0,0,2016,9,1
38.965134,-77.003476,"Ward 4",0,1,1,0,0,0,2016,9,1
38.932039,-77.077877,"Ward 3",0,1,1,0,0,0,2016,9,1
38.886976,-77.0152,"Ward 2",0,1,2,0,0,0,2016,9,1
38.925878,-77.053621,"Ward 3",0,1,1,0,0,0,2016,10,1
38.89214,-77.011896,"Ward 6",0,1,1,0,0,0,2016,10,1
38.920513,-76.996237,"Ward 5",0,1,1,0,0,0,2016,9,0
38.983718,-77.026408,"Ward 4",0,1,1,0,0,0,2016,9,1
38.912608,-77.027293,"Ward 2",0,1,1,0,0,0,2016,9,0
38.908802,-77.024157,"Ward 2",0,1,1,0,0,0,2016,9,1
38.892126,-76.9836,"Ward 6",0,1,2,0,0,0,2016,9,1
38.911535,-77.050419,"Ward 2",0,1,1,0,0,0,2016,9,1
38.899817,-77.027035,"Ward 2",0,1,1,0,0,0,2016,9,1
38.905613,-77.023695,"Ward 2",0,1,1,0,0,0,2016,10,1
38.905121,-77.059172,"Ward 2",0,1,0,0,0,0,2016,10,1
38.887569,-77.021924,"Ward 2",0,1,1,0,0,0,2016,10,0
38.913646,-77.040111,"Ward 2",0,1,1,0,0,0,2016,10,1
38.902614,-76.984699,"Ward 5",0,1,1,0,0,0,2016,9,0
38.914452,-77.018459,"Ward 2",0,1,1,0,0,0,2021,8,1
38.894235,-77.025891,"Ward 2",0,1,1,0,0,0,2016,9,1
38.907221,-77.033992,"Ward 2",0,1,1,0,0,0,2016,9,0
38.903612,-77.034232,"Ward 2",0,1,1,0,0,0,2016,9,1
38.902555,-77.009063,"Ward 6",0,1,1,0,0,0,2016,9,1
38.910643,-77.081316,"Ward 3",0,1,1,0,0,0,2016,9,1
38.876378,-77.012258,"Ward 6",0,1,1,0,0,0,2016,9,0
38.905015,-77.063023,"Ward 2",0,1,1,0,0,0,2016,10,1
38.915951,-77.011595,"Ward 5",0,1,1,0,0,0,2016,10,1
38.911919,-77.022258,"Ward 2",0,1,1,0,0,0,2016,10,1
38.851626,-76.981335,"Ward 8",0,1,1,0,0,0,2016,10,0
38.910968,-77.05058,"Ward 2",0,1,1,0,0,0,2016,9,1
38.901325,-77.016174,"Ward 6",0,1,1,0,0,0,2016,9,0
38.898261,-77.052107,"Ward 2",0,1,1,0,0,0,2016,9,1
38.891961,-77.008102,"Ward 6",0,1,1,0,0,0,2016,9,0
38.905387,-77.031609,"Ward 2",0,1,1,0,0,0,2016,9,1
38.933611,-77.023994,"Ward 1",0,1,1,0,0,0,2016,9,0
38.914088,-77.017894,"Ward 2",0,1,1,0,0,0,2016,10,0
38.900117,-77.039423,"Ward 2",0,1,1,0,0,0,2016,10,1
38.879174,-77.008912,"Ward 6",0,1,1,0,0,0,2016,10,1
38.917049,-76.980332,"Ward 5",0,1,1,0,0,0,2016,10,1
38.93555,-77.027176,"Ward 1",0,1,1,0,0,0,2016,9,1
38.918392,-77.024556,"Ward 1",0,1,1,0,0,0,2016,9,1
38.895458,-77.029643,"Ward 2",0,1,1,0,0,0,2016,9,1
38.918271,-77.017662,"Ward 1",0,1,1,0,0,0,2016,9,1
38.91247,-77.031251,"Ward 2",0,1,1,0,0,0,2016,9,1
38.887553,-77.024181,"Ward 2",0,1,1,0,0,0,2016,9,1
38.906001,-77.029608,"Ward 2",0,1,1,0,0,0,2016,9,1
38.922147,-77.042498,"Ward 1",0,1,1,0,0,0,2016,9,1
38.892073,-77.021828,"Ward 2",0,1,1,0,0,0,2016,10,1
38.921084,-77.029701,"Ward 1",0,1,1,0,0,0,2016,10,1
38.916885,-77.007288,"Ward 5",0,1,1,0,0,0,2016,11,1
38.936022,-77.029482,"Ward 1",0,1,1,0,0,0,2016,11,1
38.906722,-77.031265,"Ward 2",0,1,1,0,0,0,2016,11,1
38.88639,-76.998426,"Ward 6",0,1,1,0,0,0,2016,11,0
38.92791,-77.026019,"Ward 1",0,1,1,0,0,0,2016,11,1
38.916352,-77.032014,"Ward 2",0,1,1,0,0,0,2016,12,1
38.972231,-77.019923,"Ward 4",0,1,1,0,0,0,2016,10,1
38.909593,-77.052384,"Ward 2",0,1,1,0,0,0,2016,10,0
38.901322,-76.992643,"Ward 6",0,1,1,0,0,0,2016,10,1
38.925354,-77.038449,"Ward 1",0,1,1,0,0,0,2016,11,1
38.861655,-76.950057,"Ward 7",0,1,1,0,0,0,2016,11,1
38.899892,-77.003741,"Ward 6",0,1,1,0,0,0,2016,11,1
38.91579,-77.046736,"Ward 2",0,1,1,0,0,0,2016,10,1
38.919836,-77.027247,"Ward 1",0,1,1,0,0,0,2016,10,0
38.924208,-77.040992,"Ward 1",0,1,1,0,0,0,2016,10,1
38.867699,-76.982379,"Ward 8",0,1,1,0,0,0,2016,11,1
38.907207,-77.050526,"Ward 2",0,1,1,0,0,0,2016,11,1
38.909059,-77.005358,"Ward 5",0,1,1,0,0,0,2016,11,1
38.881798,-77.027271,"Ward 6",0,1,1,0,0,0,2016,11,0
38.899421,-77.013626,"Ward 6",0,1,1,0,0,0,2016,11,1
38.908702,-77.034561,"Ward 2",0,1,1,0,0,0,2016,10,1
38.92166,-77.03193,"Ward 1",0,1,1,0,0,0,2016,11,1
38.925208,-77.068394,"Ward 3",0,1,1,0,0,0,2016,11,1
38.906879,-77.081099,"Ward 3",0,1,1,0,0,0,2016,10,1
38.903733,-77.005885,"Ward 6",0,1,1,0,0,0,2016,10,1
38.895347,-77.029413,"Ward 2",0,2,1,0,0,0,2016,10,0
38.907322,-77.009124,"Ward 5",0,1,1,0,0,0,2016,10,1
38.904464,-77.058242,"Ward 2",0,1,1,0,0,0,2016,11,1
38.905171,-77.0616,"Ward 2",0,1,1,0,0,0,2016,11,0
38.925869,-77.025803,"Ward 1",0,1,1,0,0,0,2016,11,1
38.914088,-77.017894,"Ward 2",0,1,1,0,0,0,2016,12,1
38.90249,-77.003544,"Ward 6",0,1,1,0,0,0,2016,10,1
38.908953,-77.004306,"Ward 5",0,1,1,0,0,0,2016,10,0
38.933145,-77.03282,"Ward 1",0,1,1,0,0,0,2016,10,1
38.90623,-76.998336,"Ward 6",0,1,1,0,0,0,2016,10,1
38.933947,-77.057658,"Ward 3",0,1,1,0,0,0,2016,10,1
38.932234,-76.993822,"Ward 5",0,1,1,0,0,0,2016,11,1
38.955171,-77.007282,"Ward 4",0,1,1,0,0,0,2016,11,1
38.909281,-76.932501,"Ward 7",0,1,2,0,0,1,2016,11,1
38.911005,-77.03937,"Ward 2",0,1,1,0,0,0,2016,11,1
38.931439,-77.055791,"Ward 3",0,1,1,0,0,0,2016,11,0
38.916021,-77.021378,"Ward 1",0,1,2,0,0,0,2016,10,1
38.921323,-77.031948,"Ward 1",0,1,1,0,0,0,2016,11,0
38.899826,-77.039477,"Ward 2",0,1,2,0,0,0,2016,11,1
38.897124,-77.02296,"Ward 2",0,1,1,0,0,0,2016,11,0
38.905585,-77.010226,"Ward 6",0,1,1,0,0,0,2016,10,1
38.907852,-77.03477,"Ward 2",0,1,1,0,0,0,2016,11,1
38.911919,-77.036785,"Ward 2",0,1,1,0,0,0,2016,11,1
38.918648,-77.00356,"Ward 5",0,1,1,0,0,0,2016,11,1
38.908765,-77.034422,"Ward 2",0,1,1,0,0,0,2016,11,1
38.899813,-77.022213,"Ward 2",0,1,2,0,0,0,2016,10,1
38.905163,-77.061148,"Ward 2",0,1,1,0,0,0,2016,10,1
38.903168,-77.03052,"Ward 2",0,1,1,0,0,0,2016,10,0
38.917762,-77.022948,"Ward 1",0,1,1,0,0,0,2016,10,1
38.851422,-76.971816,"Ward 8",0,1,2,0,0,0,2016,10,1
38.895997,-77.031763,"Ward 2",0,1,1,0,0,0,2016,11,1
38.913496,-77.0525,"Ward 2",0,1,1,0,0,0,2016,11,1
38.907108,-77.005759,"Ward 6",0,1,1,0,0,0,2016,11,0
38.902515,-77.058794,"Ward 2",0,1,2,0,0,0,2016,11,1
38.916654,-77.009645,"Ward 5",0,1,1,0,0,0,2016,10,1
38.910616,-77.021583,"Ward 2",0,1,1,0,0,0,2016,10,1
38.909429,-77.041686,"Ward 2",0,1,1,0,0,0,2016,10,1
38.936193,-77.024508,"Ward 1",0,1,1,0,0,0,2016,10,1
38.917958,-77.005295,"Ward 5",0,1,1,0,0,0,2016,11,1
38.928817,-77.042158,"Ward 1",0,1,1,0,0,0,2016,11,1
38.920344,-77.029653,"Ward 1",0,1,1,0,0,0,2016,11,1
38.891943,-76.940366,"Ward 7",0,1,1,0,0,0,2016,11,1
38.887572,-77.017547,"Ward 2",0,1,1,0,0,0,2016,12,0
38.902392,-77.039438,"Ward 2",0,1,1,0,0,0,2016,10,1
38.902354,-77.034591,"Ward 2",0,1,1,0,0,0,2016,10,1
38.914089,-77.022945,"Ward 1",0,1,1,0,0,0,2016,10,1
38.912351,-77.011986,"Ward 5",0,1,1,0,0,0,2016,10,1
38.902346,-77.039572,"Ward 2",0,1,1,0,0,0,2016,10,1
38.930907,-77.031533,"Ward 1",0,1,1,0,0,0,2016,11,0
38.902487,-77.003563,"Ward 6",0,1,1,0,0,0,2016,11,1
38.940805,-77.029704,"Ward 4",0,1,1,0,0,0,2016,11,1
38.94205,-76.983307,"Ward 5",0,1,1,0,0,0,2016,11,0
38.907515,-77.063323,"Ward 2",0,1,1,0,0,0,2016,10,1
38.903704,-76.979041,"Ward 5",0,1,1,0,0,0,2016,10,1
38.902537,-77.016221,"Ward 6",0,1,1,0,0,0,2016,10,1
38.904084,-76.994188,"Ward 6",0,1,1,0,0,0,2021,8,1
38.908868,-77.021715,"Ward 2",0,1,1,1,0,0,2016,11,1
38.903594,-77.04396,"Ward 2",0,1,1,0,0,0,2016,11,0
38.91773,-77.021914,"Ward 1",0,1,1,0,0,0,2016,11,0
38.911656,-77.038807,"Ward 2",0,1,1,0,0,0,2016,11,1
38.913941,-77.02687,"Ward 2",0,1,1,0,0,0,2016,12,1
38.892157,-77.012175,"Ward 6",0,1,1,0,0,0,2016,10,0
38.936802,-77.03645,"Ward 1",0,1,1,0,0,0,2016,10,1
38.92643,-77.036443,"Ward 1",0,1,1,0,0,0,2016,10,1
38.938765,-77.026771,"Ward 4",0,1,1,0,0,0,2016,11,1
38.90057,-77.006773,"Ward 6",0,1,1,0,0,0,2016,11,1
38.902058,-77.022024,"Ward 2",0,1,1,0,0,0,2016,12,1
38.880694,-77.025326,"Ward 6",0,1,1,0,0,0,2016,12,1
38.898422,-77.007344,"Ward 6",0,1,1,0,0,0,2016,10,0
38.932115,-77.035294,"Ward 1",0,1,1,0,0,0,2016,10,1
38.916821,-77.028136,"Ward 1",0,1,1,0,0,0,2016,11,0
38.949345,-77.076157,"Ward 3",0,1,1,0,0,0,2016,11,1
38.89981,-77.023965,"Ward 2",0,1,0,0,0,0,2016,11,0
38.900096,-77.009205,"Ward 6",0,1,1,0,0,0,2016,11,0
38.896377,-77.039508,"Ward 2",0,1,1,0,0,0,2016,11,1
38.928697,-77.037301,"Ward 1",0,1,1,0,0,0,2016,11,1
38.885354,-76.982216,"Ward 6",0,1,1,0,0,0,2016,11,1
38.916994,-77.025916,"Ward 1",0,1,1,0,0,0,2016,11,1
38.90964,-77.012163,"Ward 5",0,1,1,0,0,0,2016,11,1
38.954703,-77.080305,"Ward 3",0,1,1,0,0,0,2016,11,1
38.925502,-77.032316,"Ward 1",0,1,1,0,0,0,2016,10,1
38.93301,-77.023989,"Ward 1",0,1,1,0,0,0,2016,10,0
38.894786,-77.008608,"Ward 6",0,1,1,0,0,0,2016,10,1
38.892052,-77.021955,"Ward 2",0,1,1,0,0,0,2016,10,1
38.932718,-77.024435,"Ward 1",0,1,1,0,0,0,2016,10,1
38.921297,-77.002057,"Ward 5",0,1,1,0,0,0,2016,10,1
38.897238,-77.016266,"Ward 6",0,1,1,0,0,0,2016,10,0
38.878969,-77.01401,"Ward 6",0,1,1,0,0,0,2021,8,1
38.903745,-77.043456,"Ward 2",0,1,1,0,0,0,2016,11,1
38.912691,-77.021919,"Ward 2",0,1,1,0,0,0,2016,11,0
38.934661,-77.023792,"Ward 1",0,1,1,0,0,0,2016,11,0
38.902014,-77.023734,"Ward 2",0,1,1,0,0,0,2016,10,0
38.955924,-77.082036,"Ward 3",0,1,1,0,0,0,2016,10,1
38.920629,-77.031939,"Ward 1",0,1,1,0,0,0,2016,10,1
38.887295,-77.001802,"Ward 6",0,1,1,0,0,0,2016,10,1
38.965826,-77.01617,"Ward 4",0,1,1,0,0,0,2016,11,1
38.915508,-77.02011,"Ward 2",0,1,1,0,0,0,2016,11,1
38.887665,-77.016553,"Ward 2",0,1,1,0,0,0,2016,11,1
38.907256,-77.033054,"Ward 2",0,2,1,0,0,0,2016,12,1
38.888201,-77.015119,"Ward 2",0,1,2,0,0,0,2016,12,0
38.92609,-77.036691,"Ward 1",0,1,1,0,0,0,2016,12,0
38.911179,-77.029714,"Ward 2",0,1,1,0,0,0,2016,12,1
38.903745,-77.042682,"Ward 2",0,1,1,0,0,0,2016,12,1
38.905266,-77.034685,"Ward 2",0,1,2,0,0,0,2017,1,1
38.906753,-77.0352,"Ward 2",0,1,1,0,0,0,2016,12,1
38.911016,-77.014591,"Ward 5",0,1,1,0,0,0,2016,12,1
38.876663,-77.018122,"Ward 6",0,1,1,0,0,0,2017,1,1
38.919926,-76.978977,"Ward 5",0,1,1,0,0,0,2017,1,1
38.909653,-77.044875,"Ward 2",0,1,1,0,0,0,2016,12,1
38.928804,-77.027396,"Ward 1",0,1,1,0,0,0,2016,12,1
38.900942,-77.026014,"Ward 2",0,1,1,0,0,0,2017,1,0
38.923111,-76.962602,"Ward 5",0,1,1,0,0,0,2017,1,0
38.90444,-77.025294,"Ward 2",0,1,1,0,0,0,2021,8,0
38.905664,-77.041125,"Ward 2",0,1,1,0,0,0,2017,1,1
38.916711,-77.022945,"Ward 1",0,1,1,0,0,0,2017,1,0
38.908979,-77.042033,"Ward 2",0,1,1,0,0,0,2017,1,1
38.927057,-77.032744,"Ward 1",0,1,1,0,0,0,2016,12,1
38.916719,-77.031906,"Ward 1",0,1,2,0,0,0,2016,12,1
38.927619,-77.029657,"Ward 1",0,1,1,0,0,0,2016,12,0
38.911164,-77.044403,"Ward 2",0,1,1,0,0,0,2016,12,1
38.936548,-77.036756,"Ward 1",0,1,1,0,0,0,2016,12,1
38.9378,-77.03273,"Ward 4",0,1,1,0,0,0,2016,12,1
38.914714,-77.018727,"Ward 2",0,1,1,1,0,0,2016,12,1
38.903774,-77.026494,"Ward 2",0,1,1,0,0,0,2017,1,1
38.905351,-77.064006,"Ward 2",0,1,1,0,0,0,2017,1,1
38.909676,-77.04061,"Ward 2",0,1,1,0,0,0,2017,1,1
38.907176,-77.015377,"Ward 6",0,1,1,0,0,0,2016,12,1
38.918767,-77.072977,"Ward 3",0,1,1,0,0,0,2016,12,1
38.909609,-77.034096,"Ward 2",0,1,1,0,0,0,2016,12,1
38.903743,-77.040701,"Ward 2",0,1,1,0,0,0,2021,8,1
38.909375,-77.032884,"Ward 2",0,1,1,0,0,0,2016,12,1
38.908717,-77.009406,"Ward 5",0,1,1,0,0,0,2017,1,1
38.911337,-77.034156,"Ward 2",0,1,1,0,0,0,2016,12,1
38.89616,-76.947041,"Ward 7",0,1,1,0,0,0,2016,12,1
38.895349,-77.039461,"Ward 2",0,1,1,0,0,0,2017,1,0
38.916998,-77.031951,"Ward 1",0,1,1,0,0,0,2017,1,0
38.912576,-77.066231,"Ward 2",0,1,1,0,0,0,2017,1,1
38.858615,-76.985773,"Ward 8",0,1,2,0,0,0,2016,12,1
38.915585,-77.0311,"Ward 1",0,1,1,0,0,0,2016,12,1
38.927605,-77.02718,"Ward 1",0,1,1,0,0,0,2016,12,0
38.912606,-77.029622,"Ward 2",0,1,1,0,0,0,2017,1,0
38.941319,-77.091136,"Ward 3",0,1,1,0,0,0,2016,12,0
38.910993,-77.042155,"Ward 2",0,1,1,0,0,0,2017,1,0
38.831843,-77.007213,"Ward 8",0,1,1,1,0,0,2017,1,1
38.940621,-76.981252,"Ward 5",0,1,1,0,0,0,2017,1,1
38.907245,-77.046639,"Ward 2",0,1,1,0,0,0,2016,12,1
38.89649,-77.025981,"Ward 2",0,1,2,0,0,0,2021,8,0
38.910387,-77.031954,"Ward 2",0,1,1,0,0,0,2016,12,0
38.902443,-77.018846,"Ward 6",0,1,1,0,0,0,2016,12,1
38.908707,-77.044368,"Ward 2",0,1,1,0,0,0,2016,12,1
38.903607,-77.048679,"Ward 2",0,1,1,0,0,0,2017,1,1
38.899318,-76.985503,"Ward 6",0,1,1,0,0,0,2016,12,0
38.914109,-77.017549,"Ward 5",0,1,1,0,0,0,2016,12,1
38.924499,-77.067297,"Ward 3",0,1,1,0,0,0,2017,1,1
38.902489,-77.020839,"Ward 2",0,1,1,0,0,0,2017,1,0
38.912628,-77.047436,"Ward 2",0,1,1,0,0,0,2017,1,0
38.93254,-77.032733,"Ward 1",0,1,1,0,0,0,2021,8,0
38.902442,-77.026706,"Ward 2",0,1,1,0,0,0,2016,12,1
38.946427,-77.02701,"Ward 4",0,1,1,0,0,0,2016,12,1
38.90361,-77.036642,"Ward 2",0,1,1,0,0,0,2016,12,1
38.918499,-76.972098,"Ward 5",0,1,1,0,0,0,2017,1,1
